,cat_total_funding,cat_funding_day,cat_funding_range_1_2,cat_company_age,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
240,level_8,level_2,level_0,level_1,Alignment Healthcare,125000000.0,failure,1,Health Care & Biotechnology,482.0,0.0,8,North America
241,level_6,level_2,level_0,level_0,AlikeAudience,38730470.0,failure,1,Commerce & Marketing,180.0,0.0,6,North America
242,level_8,level_2,level_5,level_6,Alimera Sciences,206050000.0,success,7,Health Care & Biotechnology,555.0,3576.0,18,North America
243,level_7,level_5,level_4,level_3,Alios BioPharma,73000000.0,success,3,Health Care & Biotechnology,1138.0,1880.0,15,North America
244,level_6,level_0,level_0,level_1,All Together Now,38730470.0,failure,1,Information Technology,0.0,0.0,10,North America
245,level_2,level_2,level_0,level_1,Allclasses,1500000.0,success,1,Information Technology,490.0,0.0,8,North America
246,level_2,level_5,level_4,level_2,AllDigital,3475204.0,success,4,Data Science,827.0,1130.0,12,North America
247,level_7,level_5,level_5,level_5,Allegiance (now MaritzCX),57262276.0,success,5,Data Science,730.0,2591.0,16,North America
248,level_6,level_8,level_0,level_8,Allegro Development Corporation,38730470.0,success,1,Information Technology,8796.0,0.0,37,North America
249,level_2,level_7,level_0,level_3,Allegro Diagnostics,5400000.0,success,1,Health Care & Biotechnology,2013.0,0.0,15,North America
250,level_8,level_5,level_2,level_7,Allegro Networks,110000000.0,failure,2,Game & Applications,642.0,123.0,21,North America
251,level_2,level_7,level_4,level_6,ALLO Communications,8135000.0,success,3,Electronics,2991.0,957.0,18,North America
252,level_8,level_5,level_5,level_7,Alloptic,109000000.0,failure,5,Commerce & Marketing,886.0,2373.0,22,North America
253,level_5,level_5,level_0,level_2,Alloy Digital,30000000.0,success,1,Media & Publishing,1526.0,0.0,12,North America
254,level_6,level_7,level_0,level_2,The Allstate Corporation,38730470.0,success,1,Services,2204.0,0.0,13,North America
255,level_2,level_5,level_3,level_5,Allurent,2000000.0,success,2,Information Technology,1045.0,833.0,16,North America
256,level_6,level_5,level_0,level_2,Alluring Logic,38730470.0,failure,1,Electronics,1433.0,0.0,12,North America
257,level_2,level_0,level_4,level_2,Allvoices,4276568.0,failure,2,Media & Publishing,0.0,1275.0,13,North America
258,level_2,level_7,level_2,level_7,Allworx,8500000.0,success,3,Information Technology,2588.0,315.0,23,North America
259,level_5,level_7,level_4,level_6,Allylix,30550000.0,success,3,Food & Agriculture,2158.0,1565.0,19,North America
260,level_7,level_2,level_2,level_2,Alnara Pharmaceuticals,55000000.0,success,2,Health Care & Biotechnology,303.0,455.0,13,North America
261,level_1,level_1,level_0,level_1,Alo Networks,445000.0,failure,1,Electronics,116.0,0.0,10,North America
262,level_2,level_6,level_0,level_7,Alpha and Omega Semiconductor,1750000.0,success,1,Media & Publishing,1643.0,0.0,21,North America
263,level_1,level_2,level_2,level_1,AlphaNation,650000.0,failure,3,Services,424.0,214.0,11,North America
264,level_6,level_7,level_0,level_7,AlphaSmart,38730470.0,success,1,Electronics,2711.0,0.0,29,North America
265,level_6,level_2,level_0,level_1,AlphaStripe,38730470.0,failure,1,Media & Publishing,210.0,0.0,9,North America
266,level_7,level_8,level_2,level_7,Alphatec Spine,58950000.0,success,2,Health Care & Biotechnology,8348.0,493.0,31,North America
267,level_7,level_5,level_0,level_2,Alta Devices,72000000.0,success,1,Manufacturing,1528.0,0.0,14,North America
268,level_1,level_2,level_0,level_1,AltaVitas,387996.0,failure,1,Health Care & Biotechnology,397.0,0.0,10,North America
269,level_1,level_8,level_0,level_8,Alternative Green Technologies,10000.0,failure,1,Information Technology,8363.0,0.0,34,North America
270,level_5,level_5,level_4,level_6,AlterPoint,28000000.0,success,4,Information Technology,757.0,1380.0,20,North America
271,level_5,level_7,level_0,level_7,Althea Technologies,23000000.0,success,1,Information Technology,3296.0,0.0,23,North America
272,level_1,level_8,level_0,level_7,AltiGen Communications,1000000.0,success,1,Commerce & Marketing,7353.0,0.0,27,North America
273,level_5,level_2,level_2,level_2,Altius Education,26600000.0,success,2,Information Technology,265.0,420.0,12,North America
274,level_5,level_2,level_3,level_2,Altor Networks,16000000.0,success,2,Privacy and Security,456.0,700.0,14,North America
275,level_5,level_2,level_3,level_7,AltoWeb,31000000.0,failure,2,Information Technology,365.0,787.0,22,North America
276,level_3,level_1,level_4,level_2,Altruik,9499393.0,success,4,Information Technology,134.0,1063.0,12,North America
277,level_6,level_5,level_4,level_2,Altura Medical,40000000.0,failure,4,Health Care & Biotechnology,875.0,1051.0,13,North America
278,level_7,level_7,level_4,level_7,Altus Pharmaceuticals,86000000.0,success,2,Information Technology,2102.0,966.0,25,North America
279,level_5,level_2,level_2,level_2,8thBridge,15590000.0,success,3,Commerce & Marketing,380.0,490.0,13,North America
280,level_1,level_2,level_0,level_1,Always Prepped,650000.0,success,1,Education,319.0,0.0,9,North America
281,level_5,level_5,level_4,level_5,Amadesa,12800000.0,failure,2,Data Science,932.0,1402.0,16,North America
282,level_7,level_2,level_5,level_6,Amalfi Semiconductor,76000000.0,success,4,Media & Publishing,240.0,3161.0,18,North America
283,level_2,level_2,level_0,level_7,Amazon,8000000.0,success,1,Consumer Goods,361.0,0.0,27,North America
284,level_5,level_5,level_0,level_6,Ambarella,15400000.0,success,1,Media & Publishing,762.0,0.0,17,North America
285,level_6,level_2,level_2,level_7,Amber Networks,38730470.0,success,2,Commerce & Marketing,344.0,304.0,23,North America
286,level_2,level_8,level_0,level_7,Amber Road,6700000.0,success,1,Information Technology,4687.0,0.0,31,North America
287,level_2,level_8,level_0,level_7,Ambient Corporation,5000000.0,success,1,Information Technology,5483.0,0.0,25,North America
288,level_8,level_7,level_5,level_7,Ambit Biosciences,193727870.0,success,7,Health Care & Biotechnology,1958.0,2735.0,21,North America
289,level_6,level_8,level_0,level_8,Amcom Software,38730470.0,success,1,Information Technology,9500.0,0.0,37,North America
290,level_8,level_0,level_5,level_2,Amedica,142825000.0,success,6,Health Care & Biotechnology,0.0,2603.0,12,North America
291,level_5,level_8,level_0,level_7,American Apparel,25000000.0,failure,1,Clothing and Apparel,6033.0,0.0,23,North America
292,level_6,level_2,level_0,level_1,American Cannabis Company,38730470.0,success,1,Community and Lifestyle,485.0,0.0,8,North America
293,level_5,level_8,level_2,level_7,American CareSource Holdings,18121600.0,success,5,Health Care & Biotechnology,7068.0,215.0,26,North America
294,level_6,level_2,level_0,level_7,American Dental Partners,38730470.0,success,1,Data Science,376.0,0.0,26,North America
295,level_2,level_7,level_0,level_6,American DG Energy,2100000.0,success,1,Science & Engineering,3359.0,0.0,20,North America
296,level_2,level_6,level_0,level_7,American Fiber Systems,6000000.0,success,1,Information Technology,1701.0,0.0,22,North America
297,level_2,level_2,level_4,level_2,American Halal Company,3740000.0,failure,2,Health Care & Biotechnology,333.0,1604.0,12,North America
298,level_3,level_8,level_0,level_7,American Restaurant Concepts,10000000.0,failure,1,Health Care & Biotechnology,5007.0,0.0,21,North America
299,level_2,level_8,level_0,level_8,American Science and Engineering,4500000.0,success,1,Health Care & Biotechnology,19248.0,0.0,63,North America
300,level_2,level_6,level_0,level_5,Targazyme,2500000.0,failure,1,Health Care & Biotechnology,1656.0,0.0,16,North America
301,level_6,level_0,level_0,level_7,AmeriPath,38730470.0,success,1,Health Care & Biotechnology,0.0,0.0,25,North America
302,level_8,level_8,level_0,level_8,Amgen,175463420.0,success,1,Health Care & Biotechnology,9932.0,0.0,36,North America
303,level_2,level_2,level_0,level_1,Amiato,2000000.0,success,1,Data Science,531.0,0.0,10,North America
304,level_2,level_8,level_0,level_7,Amicas,9000000.0,success,1,Health Care & Biotechnology,4705.0,0.0,32,North America
305,level_8,level_5,level_5,level_6,Amicus Therapeutics,105866940.0,success,5,Health Care & Biotechnology,863.0,3519.0,19,North America
306,level_2,level_0,level_3,level_1,Amie Street,3900000.0,success,2,Information Technology,0.0,799.0,10,North America
307,level_3,level_6,level_0,level_6,Amitive,10000000.0,success,1,Information Technology,1552.0,0.0,17,North America
308,level_7,level_2,level_4,level_5,Amobee,72000000.0,success,6,Data Science,549.0,1581.0,16,North America
309,level_1,level_0,level_2,level_0,AMP Robotics,248250.0,failure,2,Information Technology,0.0,133.0,6,North America
310,level_7,level_2,level_4,level_6,Amphora Discovery,43000000.0,success,2,Health Care & Biotechnology,365.0,1072.0,20,North America
311,level_1,level_2,level_0,level_2,AmpIdea,18000.0,failure,1,Community and Lifestyle,433.0,0.0,13,North America
312,level_5,level_8,level_3,level_7,AmpliMed Corporation,14140433.0,failure,3,Health Care & Biotechnology,6952.0,779.0,32,North America
313,level_7,level_8,level_3,level_7,AmpliPhi Biosciences,43991000.0,success,4,Health Care & Biotechnology,8821.0,744.0,32,North America
314,level_6,level_8,level_0,level_8,AmSafe,38730470.0,success,1,Services,7183.0,0.0,36,North America
315,level_5,level_8,level_0,level_8,AMSC,25000000.0,success,1,Information Technology,9241.0,0.0,34,North America
316,level_2,level_8,level_0,level_8,Amtec,5000000.0,failure,1,Services,12319.0,0.0,49,North America
317,level_6,level_8,level_0,level_8,AMX,38730470.0,success,1,Commerce & Marketing,4837.0,0.0,39,North America
318,level_8,level_5,level_4,level_6,Amyris Biotechnologies,417040420.0,success,10,Health Care & Biotechnology,1380.0,1964.0,18,North America
319,level_2,level_8,level_0,level_8,Anacomp,7500000.0,success,1,Services,15134.0,0.0,53,North America
320,level_8,level_5,level_5,level_7,Anacor Pharmaceutical,198500000.0,success,8,Health Care & Biotechnology,1035.0,3876.0,21,North America
321,level_5,level_5,level_4,level_6,Anagran,34600000.0,failure,3,Information Technology,685.0,1034.0,17,North America
322,level_2,level_2,level_3,level_1,Anametrix,5550000.0,success,3,Data Science,245.0,767.0,11,North America
323,level_5,level_1,level_2,level_2,Anaphore,24300000.0,failure,3,Health Care & Biotechnology,30.0,495.0,13,North America
324,level_8,level_8,level_5,level_8,Ancestry,333200000.0,success,2,Commerce & Marketing,6087.0,2967.0,38,North America
325,level_3,level_3,level_4,level_6,Anchor Bay Technologies,10000000.0,success,2,Media & Publishing,592.0,1354.0,20,North America
326,level_2,level_0,level_2,level_2,Anchor Intelligence,6000000.0,failure,2,Media & Publishing,0.0,243.0,14,North America
327,level_1,level_8,level_0,level_7,Anda,155000.0,success,1,Health Care & Biotechnology,8007.0,0.0,29,North America
328,level_2,level_7,level_4,level_7,Andera,9350000.0,success,2,Services,2891.0,879.0,21,North America
329,level_7,level_7,level_0,level_3,AndersonBrecon,75000000.0,success,1,Health Care & Biotechnology,2689.0,0.0,15,North America
330,level_5,level_7,level_4,level_7,Andigilog,29600000.0,failure,4,Media & Publishing,2755.0,1313.0,25,North America
331,level_1,level_5,level_0,level_2,AndroJek,400000.0,failure,1,Health Care & Biotechnology,1264.0,0.0,13,North America
332,level_5,level_7,level_2,level_7,Anesiva,30000000.0,success,3,Health Care & Biotechnology,3273.0,534.0,22,North America
333,level_8,level_7,level_4,level_7,Angie's List,182600000.0,success,9,Media & Publishing,4169.0,1967.0,26,North America
334,level_7,level_6,level_4,level_6,AngioScore,42000000.0,success,2,Health Care & Biotechnology,1742.0,1289.0,18,North America
335,level_1,level_1,level_0,level_2,Angstro,225000.0,success,1,Information Technology,4.0,0.0,14,North America
336,level_4,level_5,level_2,level_2,Annovation BioPharma,10375000.0,success,3,Health Care & Biotechnology,866.0,482.0,12,North America
337,level_1,level_0,level_0,level_1,Anonymous You,200000.0,failure,1,Community and Lifestyle,0.0,0.0,11,North America
338,level_1,level_8,level_0,level_7,ANPI,1250016.0,failure,1,Electronics,6647.0,0.0,25,North America
339,level_2,level_2,level_0,level_1,Ansible,6000000.0,success,1,Transportation,223.0,0.0,8,North America
340,level_6,level_1,level_2,level_2,InboxQ,38730470.0,failure,2,Information Technology,92.0,150.0,12,North America
341,level_8,level_0,level_5,level_7,Answers Corporation,384410000.0,success,9,Information Technology,0.0,5773.0,22,North America
342,level_5,level_5,level_4,level_3,ANTERIOS,17194548.0,success,6,Information Technology,1388.0,1267.0,15,North America
343,level_2,level_7,level_0,level_6,Anthem Healthcare Intelligence,4800000.0,failure,1,Health Care & Biotechnology,3185.0,0.0,17,North America
344,level_7,level_6,level_3,level_6,Anthera Pharmaceuticals,50500000.0,success,2,Health Care & Biotechnology,1687.0,768.0,17,North America
345,level_6,level_2,level_0,level_2,Anthillz,38730470.0,failure,1,Information Technology,156.0,0.0,13,North America
346,level_5,level_5,level_4,level_1,AntriaBio,20366452.0,success,6,Health Care & Biotechnology,958.0,973.0,11,North America
347,level_5,level_8,level_3,level_8,ANTs Software,28306508.0,failure,4,Information Technology,11337.0,636.0,42,North America
348,level_2,level_5,level_0,level_3,AnySource Media,3200000.0,success,1,Information Technology,1170.0,0.0,15,North America
349,level_7,level_0,level_5,level_7,Anystream,70000000.0,success,4,Information Technology,0.0,2594.0,21,North America
350,level_1,level_0,level_0,level_1,TEAM INTERVAL,380000.0,failure,1,Sports,0.0,0.0,9,North America
351,level_2,level_7,level_2,level_6,AOI Medical,4041700.0,failure,2,Health Care & Biotechnology,2660.0,266.0,17,North America
352,level_8,level_8,level_0,level_8,AOL,1000000000.0,success,1,Media & Publishing,7496.0,0.0,36,North America
353,level_2,level_8,level_0,level_7,Aoxing Pharmaceutical,5000000.0,success,1,Health Care & Biotechnology,4787.0,0.0,24,North America
354,level_2,level_5,level_2,level_2,ApeniMED,3853000.0,success,2,Health Care & Biotechnology,1292.0,425.0,14,North America
355,level_7,level_7,level_5,level_7,Aperio Technologies,46420308.0,success,4,Information Technology,2132.0,2837.0,22,North America
356,level_8,level_0,level_5,level_7,Aperto Networks,160279780.0,success,15,Electronics,0.0,4058.0,22,North America
357,level_5,level_8,level_4,level_8,API Cryptek,17200000.0,success,2,Information Technology,6246.0,1483.0,35,North America
358,level_7,level_5,level_5,level_6,Apieron,43500000.0,failure,4,Health Care & Biotechnology,730.0,2344.0,20,North America
359,level_8,level_2,level_5,level_6,Apigee,173000000.0,success,7,Information Technology,304.0,3315.0,17,North America
360,level_2,level_1,level_2,level_1,Apiphany,2900000.0,success,2,Information Technology,59.0,409.0,9,North America
361,level_5,level_7,level_4,level_6,Aplicor,22579244.0,failure,8,Information Technology,2130.0,1937.0,18,North America
362,level_7,level_2,level_4,level_3,Apnex Medical,60100000.0,failure,4,Health Care & Biotechnology,498.0,1960.0,15,North America
363,level_1,level_7,level_2,level_6,ApogeeInvent,70000.0,failure,3,Design & Platforms,3227.0,68.0,17,North America
364,level_6,level_2,level_0,level_1,AppArchitect,38730470.0,success,1,Information Technology,339.0,0.0,9,North America
365,level_3,level_5,level_4,level_2,Appature,9600000.0,failure,2,Information Technology,1071.0,949.0,14,North America
366,level_1,level_0,level_2,level_1,Appbistro,600000.0,failure,2,Information Technology,0.0,224.0,11,North America
367,level_2,level_5,level_0,level_2,"AppCentral, Inc.",4000000.0,success,1,Information Technology,1358.0,0.0,14,North America
368,level_1,level_1,level_2,level_1,Appetas,120000.0,success,3,Commerce & Marketing,53.0,341.0,9,North America
369,level_2,level_1,level_0,level_5,Appfluent Technology,4100000.0,success,1,Data Science,3.0,0.0,16,North America
